Sr. No.,Ticker,Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)"
1938,ORIENTALTL.NS,ORIENTALTL,Oriental Trimex Limited,1764
1939,ONELIFECAP.NS,ONELIFECAP,Onelife Capital Advisors Limited,1764
1940,VIJIFIN.NS,VIJIFIN,Viji Finance Limited,1733
1941,DIGJAMLMTD.NS,DIGJAMLMTD,Digjam Limited,1664
1942,KRIDHANINF.NS,KRIDHANINF,Kridhan Infra Limited,1659
1943,SILLYMONKS.NS,SILLYMONKS,Silly Monks Entertainment Limited,1634
1944,MAKS.NS,MAKS,Maks Energy Solutions India Limited,1630
1945,TANTIACONS.NS,TANTIACONS,Tantia Constructions Limited,1628
1946,SUPREMEENG.NS,SUPREMEENG,Supreme Engineering Limited,1625
1947,SILGO.NS,SILGO,Silgo Retail Limited,1597
1948,MOHITIND.NS,MOHITIND,Mohit Industries Limited,1593
1949,EDUCOMP.NS,EDUCOMP,Educomp Solutions Limited,1592
1950,EASTSILK.NS,EASTSILK,Eastern Silk Industries Limited,1540
1951,KANDARP.NS,KANDARP,Kandarp Digi Smart BPO Limited,1525
1952,CMICABLES.NS,CMICABLES,CMI Limited,1499
1953,NATNLSTEEL.NS,NATNLSTEEL,National Steel And Agro Industries Limited,1446
1954,MITTAL.NS,MITTAL,Mittal Life Style Limited,1441
1955,SPRL.NS,SPRL,Sp Refractories Limited,1432
1956,ORTINLAB.NS,ORTINLAB,Ortin Laboratories Limited,1427
1957,BRIGHT.NS,BRIGHT,Bright Solar Limited,1384
1958,KAUSHALYA.NS,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,1368
1959,GUJRAFFIA.NS,GUJRAFFIA,Gujarat Raffia Industries Limited,1351
1960,MASKINVEST.NS,MASKINVEST,Mask Investments Limited,1335
1961,ISHAN.NS,ISHAN,Ishan International Limited,1297
1962,CONTI.NS,CONTI,Continental Seeds and Chemicals Limited,1275
1963,AMIABLE.NS,AMIABLE,Amiable Logistics (India) Limited,1261
1964,AILIMITED.NS,AILIMITED,Abhishek Integrations Limited,1233
1965,EUROTEXIND.NS,EUROTEXIND,Eurotex Industries and Exports Limited,1216
1966,TIJARIA.NS,TIJARIA,Tijaria Polypipes Limited,1202
1967,TNTELE.NS,TNTELE,Tamilnadu Telecommunication Limited,1201
1968,KALYANI.NS,KALYANI,Kalyani Commercials Limited,1193
1969,SETUINFRA.NS,SETUINFRA,Setubandhan Infrastructure Limited,1131
1970,GRETEX.NS,GRETEX,Gretex Industries Limited,1127
1971,LYPSAGEMS.NS,LYPSAGEMS,Lypsa Gems & Jewellery Limited,1091
1972,METALFORGE.NS,METALFORGE,Metalyst Forgings Limited,1089
1973,SSINFRA.NS,SSINFRA,S.S. Infrastructure Development Consultants Limited,1084
1974,SMVD.NS,SMVD,SMVD Poly Pack Limited,1053
1975,RMCL.NS,RMCL,Radha Madhav Corporation Limited,1036
1976,JALAN.NS,JALAN,Jalan Transolutions (India) Limited,1025
1977,SANCO.NS,SANCO,Sanco Industries Limited,994
1978,VASA.NS,VASA,Vasa Retail and Overseas Ltd,956
1979,KAVVERITEL.NS,KAVVERITEL,Kavveri Telecom Products Limited,946
1980,TECHIN.NS,TECHIN,Techindia Nirman Limited,946
1981,NORBTEAEXP.NS,NORBTEAEXP,Norben Tea & Exports Limited,940
1982,KCK.NS,KCK,Kck Industries Limited,908
1983,SPENTEX.NS,SPENTEX,Spentex Industries Limited,898
1984,CREATIVEYE.NS,CREATIVEYE,Creative Eye Limited,873
1985,ANTGRAPHIC.NS,ANTGRAPHIC,Antarctica Limited,853
1986,TVVISION.NS,TVVISION,TV Vision Limited,845
1987,ABNINT.NS,ABNINT,A B N Intercorp Limited,839
1988,ARENTERP.NS,ARENTERP,Rajdarshan Industries Limited,836
1989,UMESLTD.NS,UMESLTD,Usha Martin Education & Solutions Limited,832
1990,SHYAMTEL.NS,SHYAMTEL,Shyam Telecom Limited,811
1991,MANAV.NS,MANAV,Manav Infra Projects Limited,800
1992,ACCORD.NS,ACCORD,Accord Synergy Limited,746
1993,DRL.NS,DRL,Dhanuka Realty Limited,735
1994,GLFL.NS,GLFL,Gujarat Lease Financing Limited,678
1995,CMMIPL.NS,CMMIPL,CMM Infraprojects Limited,674
1996,NIRAJISPAT.NS,NIRAJISPAT,Niraj Ispat Industries Limited,672
1997,DCMFINSERV.NS,DCMFINSERV,DCM Financial Services Limited,667
1998,SRIRAM.NS,SRIRAM,Shri Ram Switchgears Limited,601
1999,PREMIER.NS,PREMIER,Premier Limited,592
2000,SKSTEXTILE.NS,SKSTEXTILE,SKS Textiles Limited,588
2001,SABTN.NS,SABTN,Sri Adhikari Brothers Television Network Limited,577
2002,TARAPUR.NS,TARAPUR,Tarapur Transformers Limited,546
2003,BKMINDST.NS,BKMINDST,Bkm Industries Limited,524
2004,ALPSINDUS.NS,ALPSINDUS,Alps Industries Limited,508
2005,AHIMSA.NS,AHIMSA,Ahimsa Industries Limited,476
2006,BHALCHANDR.NS,BHALCHANDR,Bhalchandram Clothing Limited,476
2007,INNOVATIVE.NS,INNOVATIVE,Innovative Tyres and Tubes Limited,423
2008,LAKPRE.NS,LAKPRE,Lakshmi Precision Screws Limited,394
2009,TRANSWIND.NS,TRANSWIND,Transwind Infrastructures Limited,368
2010,MELSTAR.NS,MELSTAR,Melstar Information Technologies Limited,336
2011,SABEVENTS.NS,SABEVENTS,Sab Events & Governance Now Media Limited,320
2012,INDLMETER.NS,INDLMETER,IMP Powers Limited,259
2013,TECILCHEM.NS,TECILCHEM,TECIL Chemicals and Hydro Power Limited,190
2014,ABHISHEK.NS,ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on March 31, 2023"
2015,AHLWEST.NS,AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on March 31, 2023"
2016,AIFL.NS,AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on March 31, 2023"
2017,AJRINFRA.NS,AJRINFRA,AJR Infra And Tolling Limited,"*Not available for trading as on March 31, 2023"
2018,ALCHEM.NS,ALCHEM,Alchemist Limited,"*Not available for trading as on March 31, 2023"
2019,AMJUMBO.NS,AMJUMBO,A And M Jumbo Bags Limited,"*Not available for trading as on March 31, 2023"
2020,ANDHRACEMT.NS,ANDHRACEMT,Andhra Cements Limited,"*Not available for trading as on March 31, 2023"
2021,ANSALAPI.NS,ANSALAPI,Ansal Properties & Infrastructure Limited,"*Not available for trading as on March 31, 2023"
2022,ARCOTECH.NS,ARCOTECH,Arcotech Limited,"*Not available for trading as on March 31, 2023"
2023,ARSSINFRA.NS,ARSSINFRA,Arss Infrastructure Projects Limited,"*Not available for trading as on March 31, 2023"
2024,ARTEDZ.NS,ARTEDZ,Artedz Fabs Limited,"*Not available for trading as on March 31, 2023"
2025,ASIL.NS,ASIL,Amit Spinning Industries Limited,"*Not available for trading as on March 31, 2023"
2026,ATCOM.NS,ATCOM,Atcom Technologies Limited,"*Not available for trading as on March 31, 2023"
2027,ATLASCYCLE.NS,ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on March 31, 2023"
2028,ATNINTER.NS,ATNINTER,ATN International Limited,"*Not available for trading as on March 31, 2023"
2029,AUTOLITIND.NS,AUTOLITIND,Autolite (India) Limited,"*Not available for trading as on March 31, 2023"
2030,AUTORIDFIN.NS,AUTORIDFIN,Autoriders Finance Limited,"*Not available for trading as on March 31, 2023"
2031,BANSAL.NS,BANSAL,Bansal Multiflex Limited,"*Not available for trading as on March 31, 2023"
2032,BGLOBAL.NS,BGLOBAL,Bharatiya Global Infomedia Limited,"*Not available for trading as on March 31, 2023"
2033,BHARATIDIL.NS,BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on March 31, 2023"
2034,BILENERGY.NS,BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on March 31, 2023"
2035,BIRLATYRE.NS,BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on March 31, 2023"
2036,BLUEBLENDS.NS,BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on March 31, 2023"
2037,BLUECHIP.NS,BLUECHIP,Blue Chip India Limited,"*Not available for trading as on March 31, 2023"
2038,BLUECOAST.NS,BLUECOAST,Blue Coast Hotels Limited,"*Not available for trading as on March 31, 2023"
2039,BRFL.NS,BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on March 31, 2023"
2040,CANDC.NS,CANDC,C & C Constructions Limited,"*Not available for trading as on March 31, 2023"
2041,CCCL.NS,CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on March 31, 2023"
2042,CELESTIAL.NS,CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on March 31, 2023"
2043,CKFSL.NS,CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on March 31, 2023"
2044,DFMFOODS.NS,DFMFOODS,DFM Foods Limited,"*Not available for trading as on March 31, 2023"
2045,DIAPOWER.NS,DIAPOWER,Diamond Power Infra Ltd,"*Not available for trading as on March 31, 2023"
2046,DOLPHINOFF.NS,DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,"*Not available for trading as on March 31, 2023"
2047,DQE.NS,DQE,DQ Entertainment (International) Limited,"*Not available for trading as on March 31, 2023"
2048,DSKULKARNI.NS,DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on March 31, 2023"
2049,EASTSUGIND.NS,EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on March 31, 2023"
2050,EASUNREYRL.NS,EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on March 31, 2023"
2051,EMCO.NS,EMCO,Emco Limited,"*Not available for trading as on March 31, 2023"
2052,EON.NS,EON,Eon Electric Limited,"*Not available for trading as on March 31, 2023"
2053,EUROCERA.NS,EUROCERA,Euro Ceramics Limited,"*Not available for trading as on March 31, 2023"
2054,EUROMULTI.NS,EUROMULTI,Euro Multivision Limited,"*Not available for trading as on March 31, 2023"
2055,FEDDERELEC.NS,FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on March 31, 2023"
2056,FIVECORE.NS,FIVECORE,Five Core Electronics Limited,"*Not available for trading as on March 31, 2023"
2057,GAMMONIND.NS,GAMMONIND,Gammon India Limited,"*Not available for trading as on March 31, 2023"
2058,GANGOTRI.NS,GANGOTRI,Gangotri Textiles Limited,"*Not available for trading as on March 31, 2023"
2059,GBGLOBAL.NS,GBGLOBAL,GB Global Limited,"*Not available for trading as on March 31, 2023"
2060,GFSTEELS.NS,GFSTEELS,Grand Foundry Limited,"*Not available for trading as on March 31, 2023"
2061,GITANJALI.NS,GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on March 31, 2023"
2062,HINDNATGLS.NS,HINDNATGLS,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 31, 2023"
2063,ICSA.NS,ICSA,ICSA (India) Limited,"*Not available for trading as on March 31, 2023"
2064,INDOSOLAR.NS,INDOSOLAR,Indosolar Limited,"*Not available for trading as on March 31, 2023"
2065,IVRCLINFRA.NS,IVRCLINFRA,IVRCL Limited,"*Not available for trading as on March 31, 2023"
2066,JAINSTUDIO.NS,JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on March 31, 2023"
2067,JBFIND.NS,JBFIND,JBF Industries Limited,"*Not available for trading as on March 31, 2023"
2068,JIKIND.NS,JIKIND,JIK Industries Limited,"*Not available for trading as on March 31, 2023"
2069,JINDCOT.NS,JINDCOT,Jindal Cotex Limited,"*Not available for trading as on March 31, 2023"
2070,JMTAUTOLTD.NS,JMTAUTOLTD,JMT Auto Limited,"*Not available for trading as on March 31, 2023"
2071,JPINFRATEC.NS,JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on March 31, 2023"
2072,KEERTI.NS,KEERTI,Keerti Knowledge And Skills Limited,"*Not available for trading as on March 31, 2023"
2073,KGL.NS,KGL,Karuturi Global Limited,"*Not available for trading as on March 31, 2023"
2074,KSERASERA.NS,KSERASERA,KSS Limited,"*Not available for trading as on March 31, 2023"
2075,KSK.NS,KSK,KSK Energy Ventures Limited,"*Not available for trading as on March 31, 2023"
2076,LAKSHMIEFL.NS,LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 31, 2023"
2077,LEEL.NS,LEEL,LEEL Electricals Limited,"*Not available for trading as on March 31, 2023"
2078,MANPASAND.NS,MANPASAND,Manpasand Beverages Limited,"*Not available for trading as on March 31, 2023"
2079,MBECL.NS,MBECL,Mcnally Bharat Engineering Company Limited,"*Not available for trading as on March 31, 2023"
2080,MCDHOLDING.NS,MCDHOLDING,McDowell Holdings Limited,"*Not available for trading as on March 31, 2023"
2081,MERCATOR.NS,MERCATOR,Mercator Limited,"*Not available for trading as on March 31, 2023"
2082,METKORE.NS,METKORE,Metkore Alloys & Industries Limited,"*Not available for trading as on March 31, 2023"
2083,MODTHREAD.NS,MODTHREAD,Modern Thread Limited,"*Not available for trading as on March 31, 2023"
2084,MOHOTAIND.NS,MOHOTAIND,Mohota Industries Limited,"*Not available for trading as on March 31, 2023"
2085,MVL.NS,MVL,MVL Limited,"*Not available for trading as on March 31, 2023"
2086,NAKODA.NS,NAKODA,Nakoda Limited,"*Not available for trading as on March 31, 2023"
2087,NITINFIRE.NS,NITINFIRE,Nitin Fire Protection Industries Limited,"*Not available for trading as on March 31, 2023"
2088,NTL.NS,NTL,Neueon Towers Limited,"*Not available for trading as on March 31, 2023"
2089,NUTEK.NS,NUTEK,Nu Tek India Limited,"*Not available for trading as on March 31, 2023"
2090,OISL.NS,OISL,OCL Iron and Steel Limited,"*Not available for trading as on March 31, 2023"
2091,OMKARCHEM.NS,OMKARCHEM,Omkar Speciality Chemicals Limited,"*Not available for trading as on March 31, 2023"
2092,OPAL.NS,OPAL,Opal Luxury Time Products Limited,"*Not available for trading as on March 31, 2023"
2093,OPTOCIRCUI.NS,OPTOCIRCUI,Opto Circuits (India) Limited,"*Not available for trading as on March 31, 2023"
2094,ORTEL.NS,ORTEL,Ortel Communications Limited,"*Not available for trading as on March 31, 2023"
2095,PDPL.NS,PDPL,Parenteral Drugs (India) Limited,"*Not available for trading as on March 31, 2023"
2096,PINCON.NS,PINCON,Pincon Spirit Limited,"*Not available for trading as on March 31, 2023"
2097,PRATIBHA.NS,PRATIBHA,Pratibha Industries Limited,"*Not available for trading as on March 31, 2023"
2098,PRUDMOULI.NS,PRUDMOULI,Prudential Sugar Corporation Limited,"*Not available for trading as on March 31, 2023"
2099,PSL.NS,PSL,PSL Limited,"*Not available for trading as on March 31, 2023"
2100,PUNJLLOYD.NS,PUNJLLOYD,Punj Lloyd Limited,"*Not available for trading as on March 31, 2023"
2101,QUINTEGRA.NS,QUINTEGRA,Quintegra Solutions Limited,"*Not available for trading as on March 31, 2023"
2102,RADAAN.NS,RADAAN,Radaan Mediaworks India Limited,"*Not available for trading as on March 31, 2023"
2103,RAINBOWPAP.NS,RAINBOWPAP,Rainbow Papers Limited,"*Not available for trading as on March 31, 2023"
2104,RAJVIR.NS,RAJVIR,Rajvir Industries Limited,"*Not available for trading as on March 31, 2023"
2105,RMMIL.NS,RMMIL,Resurgere Mines & Minerals Limited,"*Not available for trading as on March 31, 2023"
2106,RUSHABEAR.NS,RUSHABEAR,Rushabh Precision Bearings Limited,"*Not available for trading as on March 31, 2023"
2107,S&SPOWER.NS,S&SPOWER,S&S Power Switchgears Limited,"*Not available for trading as on March 31, 2023"
2108,SATHAISPAT.NS,SATHAISPAT,Sathavahana Ispat Limited,"*Not available for trading as on March 31, 2023"
2109,SBIHOMEFIN.NS,SBIHOMEFIN,SBI Home Finance Limited,"*Not available for trading as on March 31, 2023"
2110,SHARONBIO.NS,SHARONBIO,Sharon Bio-Medicine Limited,"*Not available for trading as on March 31, 2023"
2111,SHIRPUR-G.NS,SHIRPUR-G,Shirpur Gold Refinery Limited,"*Not available for trading as on March 31, 2023"
2112,SICAL.NS,SICAL,Sical Logistics Limited,"*Not available for trading as on March 31, 2023"
2113,SIIL.NS,SIIL,Supreme (India) Impex Limited,"*Not available for trading as on March 31, 2023"
2114,SKIL.NS,SKIL,Skil Infrastructure Limited,"*Not available for trading as on March 31, 2023"
2115,SONISOYA.NS,SONISOYA,Soni Soya Products Limited,"*Not available for trading as on March 31, 2023"
2116,SPYL.NS,SPYL,Shekhawati Poly-Yarn Limited,"*Not available for trading as on March 31, 2023"
2117,SREINFRA.NS,SREINFRA,SREI Infrastructure Finance Limited,"*Not available for trading as on March 31, 2023"
2118,STAMPEDE.NS,STAMPEDE,Stampede Capital Limited,"*Not available for trading as on March 31, 2023"
2119,TALWALKARS.NS,TALWALKARS,Talwalkars Better Value Fitness Limited,"*Not available for trading as on March 31, 2023"
2120,TALWGYM.NS,TALWGYM,Talwalkars Healthclubs Limited,"*Not available for trading as on March 31, 2023"
2121,TCIFINANCE.NS,TCIFINANCE,TCI Finance Limited,"*Not available for trading as on March 31, 2023"
2122,TECHNOFAB.NS,TECHNOFAB,Technofab Engineering Limited,"*Not available for trading as on March 31, 2023"
2123,THIRUSUGAR.NS,THIRUSUGAR,Thiru Arooran Sugars Limited,"*Not available for trading as on March 31, 2023"
2124,TULSI.NS,TULSI,Tulsi Extrusions Limited,"*Not available for trading as on March 31, 2023"
2125,UNIPLY.NS,UNIPLY,Uniply Industries Limited,"*Not available for trading as on March 31, 2023"
2126,UNITY.NS,UNITY,Unity Infraprojects Limited,"*Not available for trading as on March 31, 2023"
2127,UNIVAFOODS.NS,UNIVAFOODS,Univa Foods Limited,"*Not available for trading as on March 31, 2023"
2128,USK.NS,USK,Udayshivakumar Infra Limited,"*Not available for trading as on March 31, 2023"
2129,VALECHAENG.NS,VALECHAENG,Valecha Engineering Limited,"*Not available for trading as on March 31, 2023"
2130,VALUEIND.NS,VALUEIND,Value Industries Limited,"*Not available for trading as on March 31, 2023"
2131,VICEROY.NS,VICEROY,Viceroy Hotels Limited,"*Not available for trading as on March 31, 2023"
2132,VIDEOIND.NS,VIDEOIND,Videocon Industries Limited,"*Not available for trading as on March 31, 2023"
2133,VIKASPROP.NS,VIKASPROP,Vikas Proppant & Granite Limited,"*Not available for trading as on March 31, 2023"
2134,VISUINTL.NS,VISUINTL,Visu International Limited,"*Not available for trading as on March 31, 2023"
2135,VIVIMEDLAB.NS,VIVIMEDLAB,Vivimed Labs Limited,"*Not available for trading as on March 31, 2023"
2136,WINSOME.NS,WINSOME,Winsome Yarns Limited,"*Not available for trading as on March 31, 2023"
2137,ZICOM.NS,ZICOM,Zicom Electronic Security Systems Limited,"*Not available for trading as on March 31, 2023"
,,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/GSM/non-compliance etc.",,,,
